Date,Tata Motors (Stitched),Maruti Suzuki,Mahindra & Mahindra,Ashok Leyland,Bajaj Auto,NIFTY 50,NIFTY Auto
2020-01-28,87.78354821804882,6997.0498046875,572.5,42.32500076293945,3060.89990234375,12055.7998046875,8156.0498046875
2020-01-29,93.74046529330957,7010.2998046875,577.75,42.29999923706055,3091.85009765625,12129.5,8220.400390625
2020-01-30,92.81826146387765,7020.4501953125,567.8499755859375,41.70000076293945,3145.5,12035.7998046875,8181.4501953125
2020-01-31,88.03279167397025,6913.5,567.1500244140625,40.974998474121094,3180.050048828125,11962.099609375,8086.5498046875
2020-02-03,81.6770835479739,7011.2998046875,558.7000122070312,39.0,3284.5,11707.900390625,7988.35009765625
2020-02-04,82.59927977109918,7199.60009765625,576.9000244140625,39.5,3162.800048828125,11979.650390625,8100.7998046875
2020-02-05,91.59697005112398,7040.89990234375,584.3499755859375,40.17499923706055,3161.5,12089.150390625,8131.7001953125
2020-02-06,89.15438722561666,7021.60009765625,580.1500244140625,40.474998474121094,3149.800048828125,12137.9501953125,8142.14990234375
2020-02-07,86.5373309384417,6971.75,569.0999755859375,41.875,3134.85009765625,12098.349609375,8064.60009765625
2020-02-10,84.21936223458844,6892.89990234375,528.4000244140625,41.474998474121094,3103.300048828125,12031.5,7860.5498046875
2020-02-11,84.59322741847059,7033.75,524.0499877929688,41.45000076293945,3145.449951171875,12107.900390625,7892.39990234375
2020-02-12,85.14156606402038,7043.2998046875,531.0,40.67499923706055,3146.300048828125,12201.2001953125,7933.7998046875
2020-02-13,84.46860569050988,7005.0498046875,533.5999755859375,40.775001525878906,3136.39990234375,12174.650390625,7914.89990234375
2020-02-14,84.29413983514885,6913.7998046875,523.0,40.125,3146.39990234375,12113.4501953125,7822.2001953125
2020-02-17,84.29413983514885,6906.75,522.75,40.775001525878906,3075.60009765625,12045.7998046875,7770.5
2020-02-18,80.55548799632747,6781.10009765625,523.2000122070312,40.125,3082.5,11992.5,7692.2998046875
2020-02-19,78.78585793802402,6756.60009765625,526.4000244140625,40.625,3090.89990234375,12125.900390625,7687.35009765625
2020-02-20,78.98524966023851,6757.60009765625,524.8499755859375,42.150001525878906,3065.5,12080.849609375,7697.89990234375
2020-02-24,75.0721319660561,6470.39990234375,513.2000122070312,42.474998474121094,2980.5,11829.400390625,7429.10009765625
2020-02-25,74.69826678217397,6414.5498046875,508.95001220703125,40.32500076293945,2947.39990234375,11797.900390625,7366.0
2020-02-26,72.03135876129205,6234.85009765625,503.0,38.974998474121094,2946.60009765625,11678.5,7207.9501953125
2020-02-27,72.28060221721348,6289.7998046875,493.5,38.0,2936.60009765625,11633.2998046875,7178.85009765625
2020-02-28,64.30481162772786,6283.10009765625,457.04998779296875,34.95000076293945,2890.0,11201.75,6903.9501953125
2020-03-02,62.410559841463694,6285.14990234375,458.29998779296875,36.95000076293945,2792.199951171875,11132.75,6856.89990234375
2020-03-03,65.00269026178519,6386.0498046875,466.25,37.724998474121094,2692.25,11303.2998046875,6986.64990234375
2020-03-04,62.958898487013485,6384.35009765625,474.6499938964844,36.224998474121094,2711.5,11251.0,6938.85009765625
2020-03-05,62.634881233684965,6365.9501953125,479.29998779296875,35.900001525878906,2703.64990234375,11269.0,6953.75
2020-03-06,56.95212967804579,6445.9501953125,471.0,35.599998474121094,2735.050048828125,10989.4501953125,6895.0
2020-03-09,52.73991679423503,6201.10009765625,463.20001220703125,34.42499923706055,2573.35009765625,10451.4501953125,6632.14990234375
2020-03-11,49.350204272442305,6146.2998046875,451.6000061035156,34.275001525878906,2591.550048828125,10458.400390625,6568.4501953125
2020-03-12,43.86684824217094,5643.14990234375,423.3500061035156,31.649999618530273,2338.89990234375,9590.150390625,6033.39990234375
2020-03-13,44.73920033789593,5838.60009765625,428.8500061035156,33.349998474121094,2357.10009765625,9955.2001953125,6182.0
2020-03-16,41.34948781610321,5480.25,391.79998779296875,31.674999237060547,2339.550048828125,9197.400390625,5843.7001953125
2020-03-17,38.8321311931888,5603.9501953125,373.3999938964844,32.07500076293945,2270.449951171875,8967.0498046875,5803.85009765625
2020-03-18,37.635761844135295,5352.64990234375,346.3999938964844,32.125,2169.0,8468.7998046875,5516.5
2020-03-19,36.36461869767469,4819.5498046875,314.20001220703125,24.024999618530273,2166.60009765625,8263.4501953125,5180.5
2020-03-20,38.58288773726738,5079.2001953125,322.6000061035156,21.975000381469727,2242.300048828125,8745.4501953125,5370.14990234375
2020-03-23,34.74453623418543,4220.35009765625,293.3999938964844,18.024999618530273,1935.550048828125,7610.25,4626.5
2020-03-24,34.196201391788954,4486.4501953125,269.0,17.774999618530273,1937.1500244140625,7801.0498046875,4693.35009765625
2020-03-25,34.993779690106855,5005.9501953125,277.8500061035156,17.225000381469727,1946.75,8317.849609375,4936.14990234375
2020-03-26,35.29287487973522,4878.0,285.5,21.424999237060547,2106.85009765625,8641.4501953125,5061.2998046875
2020-03-27,35.21810108232813,4646.10009765625,294.5,21.649999618530273,2053.449951171875,8660.25,4938.7001953125
2020-03-30,33.971883802721,4328.4501953125,274.3999938964844,21.174999237060547,1986.699951171875,8281.099609375,4669.14990234375
2020-03-31,35.41749660769593,4288.2998046875,284.95001220703125,21.524999618530273,2022.3499755859375,8597.75,4731.2998046875
2020-04-01,33.87218413846044,4246.35009765625,272.8500061035156,20.549999237060547,2051.10009765625,8253.7998046875,4657.5498046875
2020-04-03,32.55119686459954,4011.5,280.70001220703125,19.075000762939453,2033.75,8083.7998046875,4517.75
2020-04-07,33.57309275198539,4553.64990234375,321.0,19.924999237060547,2280.050048828125,8792.2001953125,4951.5498046875
