Ticker,Date,Title,Source,Link
ALOKINDS.NS,2020-12-31 08:00:00,"Shining stars of 2020: Stocks that surged up to 2,300% after selloff - The Economic Times",The Economic Times,https://news.google.com/rss/articles/CBMi1AFBVV95cUxQV1dJTThJRmpOQ1ZIdjJ0a2tKZEszYWZPeERCUU0yMmJzdTI1MXlkOWVHQUFfR1pEMm5vbUJxTDlIUFhTWmFlNDZlU3JuS0Z1LXJXbDJvVW52dm9SdnJoZHZNYk1pc0tLMnRzREVVWFFsNzJlOVZZMnBSOTBMLWxHQkV3Q3BwbTIwdG00OEZ1czJuT0p3QkpnZTU2MXB0c21kaWR1MUJ3NERQT25BeGNhTHRNV3dBclRjU2dNS1dlbUhBRjB6UXhPczF3Z2VvM0JvenBBRdIB2gFBVV95cUxNemxOWk5NUmRKTG9RQ0EwMm96YWl4YzhtNWVORTJVeW82c1hnTC05U3BFVFdfaC00VmJOSmF1QURSSjAwSm9ZWFhxaXJnaG5yN2ViVkdTX2IwaEUxSk1ubVdkVVJXVlJ5WTRBbnFrdG5WVU1mU0YxblBMdUZUNUlyX004bW5hdW9ybkZPQzNLSDU1S3dNRFBGYlVMTXJRclBoZGU2WDQ1Zk9hSUV4bTBGZnd6dWxNMUt1cWxUeFNjdjNONWdiczhOOW9WdVFXc3lfUC1zdk1YTXFOZw?oc=5
ALOKINDS.NS,2020-12-29 08:00:00,"These 10 penny stocks turned multibaggers in 2020, take a look - Moneycontrol",Moneycontrol,https://news.google.com/rss/articles/CBMiywFBVV95cUxNNXNwSGxvb2pKQVc2cnFNT195UkpQaHpjbUdQbHVnN2NHMDdLcEwxcVZia3U0Mkp4UHNfU1FVSHRkRklQU3JfTFN3T3BER2Z6akxpV1NwcHVIVHllOUdTNVlpbDhiTGRTdGVYVUswdDEtU0lhZkMxN3p5bW5Nc01ha3RjelhiTHZmYmlqeU50b3FDMWxFMEVTQ3A2WHNNV0dYbVNJUklFTS1iTEhqRzh3b21sMzlEZENVTUczNW1XeFpaRVp3TDJnaWJ4c9IB0AFBVV95cUxNYnktcldTcGNUTmowYkZPTEtDbEN5X0ZQRWJlQVVxTnNsVTl5aVg0SnA1elA1SmlDZjJES1JVTnlveXhSd0l5ZFhmU0tuMnZJcWtSSG5RWkFJRmhKT2h5dF9sYnBWb0pldUc0MTlZQ0xfVUR0UTBxdUhfUFlOVWVLUmVGTEItUHJmOEFPNHBXMUFxWFBRQnM3ZEZZRXVzby04ckVBNWFhX3B5Z2tsNy1RY1l3TTdiTm8wd3BBWC03Yk9DN3ljMGRzMnc1bHk5cGlv?oc=5
ALOKINDS.NS,2021-04-26 07:00:00,Banks & financials lift Sensex 508 pts; Nifty ends 1% higher; HCL Tech top drag - livemint.com,livemint.com,https://news.google.com/rss/articles/CBMi-gFBVV95cUxQcUlSOThJeUM0Wjc3Q2VWUlJzVmpDandNMmRLVUhlY2tTNGdCc2tsRlR1YUFEeDk5a3hkQ0tmMU16YS10ZlNOeF9kaU9GMVNrbDNXSVppQkdXbEFlaXVRZ0xSMDlYRkh6OGpSMWFtWXBDalVjbjRFcHV1cmcxSUtDeVdXOUJuSi1lYlNVUjZTTE9Ya2hFalBQczd6Y0xpeWdBcmRXZ0haNDlJcExReURtVVVyTEtmbUhLY1E1N3pCems3aWNmc0tOZFNCSHFEU2NmZWxfamkzU0M5OUJjdWtiVE9QVm11UXBQallSRHFWYnhBOTZnTzRBcmFn0gH_AUFVX3lxTE5WeDF0eDZsSDVhU2pNS3RPdG4yZjM3UDh3SENlakdvRnpWbHAxZDdPYnRyeEJLU0l2aVREdEEzWndoTmdRSG8tY3dFaTB6OFo2Vlp1Ul81X0JWSm1QbkQ1NmliSVhENE5TdnFBMXFoaXk0SlViWWFwYVdjOHhzdl9rbjRXc2s0WGtyeGNsSmpocnQ5dnN5dlBtVzFGaWZGOHhIMldneUR4X1NKcVBXU2dRRkg5WWw5LWlreHNpYmxuMG9pZ3JxamswaGZIRHYxR0ZkMFh6bkhhQlM0and2ZkwwS0s1TkRMa1ZuYXJlNEQwMW80bDhWc3dlenN2SUVoMA?oc=5
ALOKINDS.NS,2021-04-27 07:00:00,"Sensex jumps 557 points; Nifty ends above 14,650; RIL, HDFC Bank lead gains - livemint.com",livemint.com,https://news.google.com/rss/articles/CBMi9wFBVV95cUxORlVENkhQNkd5Rzg0c1cxX0NwQVNpWExsbGREbzFyOHM1aFhIRXZEMTRSSWZHSHc2eS1uMjg5eWgwcTE1WlpHdWZJOE1ZYmh5enl0UG1JNk5nM2NyU3BCVmVuazRlMzd6TTRIOXRxcURLYldoM2JBdGxMLWduajdaTG4wZC1sWE1ZMy1PdXJiWVRDZVRNN2s4ZEY4VHJkaENVQ2EtNzNhdVpvOU9zVVNFYXBzbHE3OE9ZU2pJUFl4Sm55ckNzWWdGMV9jTm0xempDSWFsaHNnQjZ3U0N5RjVSRThsTG9DVDlvMHVMdjh4bEhvcHBmVlZJ0gH8AUFVX3lxTFB6cUdWblRjY1BQRFg1Wm5FMlBZMERwWmJxd0c3R2prNF9kS25yM2hrX1ltN0lZWXUwM3hCM3R5XzhqenJ6cXg1WklpSWVfV2pTVEJvUjF6U2FDUHdPLVlrRkJNaUNUVkIxMFE1aG5LSHVRS3lxaldMNm81S0dtWDZXcjBJYTNaOWdXNXI3Mk16cEhFMDJya2p5QldmdkNGLW5QbnZTRENOQ0tHdUtTQjJEQXdDaWxzNWxNT1hCSGJfRXlvaF9KeFBqWTdMa01Ha3VpQmpnUl8yUjVNVG5lYVl4Vk91UEt0b29HN1A5U1NVdTVGdjdnbThzTUFIVQ?oc=5
ALOKINDS.NS,2021-06-11 07:00:00,Stock Market Highlights Today: Nifty formed an Inside Bar on tech charts today. What does it signal for t... - The Economic Times,The Economic Times,https://news.google.com/rss/articles/CBMijAFBVV95cUxOb28yTFM2WkdyMURIdWU5RXdXd1c4ekFTTHh4X01MajdWa0tSbXlueVRSek9NVnBsQmJfTnBJQkdrMUhmQkozNmJUSjVsUkJHNUluV0ZCeEZ3dHBZNmFXUDZHcFVpZUtDUVFZbUJubFA2RVU3V2VfQkkxSF8yTEloT2Z0WE92dDl2YjhvMNIBkgFBVV95cUxOeDJsS3VyR1pGUEplY1hPVFJzWXVoNlpVeHRXZ1c1M1ZsU29DNTlUZGYyZ2tWcTVKY1ZrRVJLdkNpemxHVXFIMjJ0NThPeWo4WXZvSW53c1BpWTZpMkVCa0RZd2RxMzVjRFJjaXZ4bFNhMzVGdGtvdDY1ZlJiZlUzeURUbkN2VV9laUx5aDdIWFRxZw?oc=5
ALOKINDS.NS,2021-06-18 07:00:00,DHFL investors to move Supreme Court against plan to delist stocks | Business News - Hindustan Times,Hindustan Times,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQMWtDUmp0dHVzOGd2NjZiSUtwVUtleUlzZEYySGRGbU52VkZNRHlFYU9hbXUxQ0pWT3lhMGtKSEhuVmRWcl9xUFoyYzRPNi1XWGk4c0RVVFVVQ0lsRTlVUlpKeG0xYVJTaTItZWtkQi1zRGE2TE1PT2owUDJCaVBpSi1zaW01VFBSSExzanYwemN4MmVhbktPU2NLOE9fZVB0bDhKM1Q5Rm9NXzhYRXhxZE1nSVoyelRROXQ2TWRrTUlXQdIBxwFBVV95cUxOamd4SFlkMkFQMV9xWGo4TXJmMXlFRDZ6WjVhTFNGQXBaZmd3MXlZZjVBdDBFNmJMRlNKSWUyMHBYYmZKX0hWOGcwM01zUUl2bG9wT0FDaXB2Tkxkd2x5MzlOcWdWc3dTeTBOQ3N1cjlxSm8yVU94b1dsZnZHLVVOdXlnMElMS1JZOXFNVW5NVXJIMWp0SGNMVDRRQk1TNy1ndXlXbkZ6LXJPMHpjbXZEbVlHM3pjbTBKVWJHZmNjbUVPZkk1VjBv?oc=5
ALOKINDS.NS,2021-07-06 07:00:00,Reliance Industries eyes stake in home styling brand Portico - Business Today,Business Today,https://news.google.com/rss/articles/CBMiygFBVV95cUxOdnVNaGRubExlc1VVa3ZtRmRiaXJ5T2hmQkROWGRRLWt4RjZ4cWZMYUFTTFdOVDRpWXVuMi16bXdpVUNRZVlxVXJjb21vc3ZnQUtjZmJPNlE5ZmZYS1Z6R3ctSTZJNkwyYlZEOGxSWGRTV255cU4ydGZDOThGZ0FBRGFOdVMyVzdoMGRVeGdlenhCNEhNX19mQmNXS0lCMzRiX0I5aDljdUJmU2Vrd0xuemNGd0t0c0h1akdkVUxmT25BcV8wYU9JeVBR0gHPAUFVX3lxTFBLVFZLaDhhTlFvTm1kcnB6SG1IV21lYmZjUDA5M3BSOEd4bUgtUEpOS0lVRFhSNGlOWlNZS0hWVkgxN1d3YzMwVWdFT2dCV2pkOHF6VW96U1prWUtNUFpfczdHM3ZzWjFQcjhra2RDamVjUEJLWXh2dXNyRkRFa3VrWl9Pb3JQNDlGeHk4S3ozOTllRVNXWnVtNGtuUWd1UFZ6dy1VWEJORGpWZUpmTGptNmFSRHB0UlFCSlF3VkJHelZISzFPOHdQX3FjNVMxYw?oc=5
ALOKINDS.NS,2021-07-05 07:00:00,Reliance in talks to buy stake in home fashion brand Portico - The Economic Times,The Economic Times,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPMTRlNFRNZDgxdHYtaTBHcUFWYXJOQWVnRlVxdThVVEt0czdMOWwySEEzcjk4NFRyc3Z5Y2VfbHFDMGxETkJyM2lWQUk3dS15Q2NhcUwwV3I0YVBIZ0lMVWRpMUxzUHlUOEh4amFlbGRieXFpTHhaLXVjNTZfMktDdE1yUTFPaUJtc0lIVGNVNDVIMS1zUF9td3VoTTM2cWxVWXZZU3VtazZ4S2JmaW4ydXlIUV9vNVBVWW00MmtSSUVHSG1lSUtHbU9SZnlwUzRudV9mMdIB2gFBVV95cUxNdEx5ZnJ2RTBBckdHaktubVpKcW1CMlU3dll5bXM4Q2pZOGZoUlFHaGxJVWZMalNYWnA0M1JTZ2xNMnJ2WXZTT0VCN2wyc001TDlYSlZ2U3dtY0MwU0s5WVFGek12SkZSeGJZay1ISVNwQXA5ZXJtY2xxb3g4UVN6WXhhcUR3bjJDUkJIT19qQjNRcG54bUdrdlY1cURjTUZnQTFocWtURzBlNUs2VFE3UlpSaDR1OWp1WXhMV2FKZFpmdEdaTkZpVFRWRXZraWdEeGh2WEdvbG1WUQ?oc=5
ALOKINDS.NS,2021-07-22 07:00:00,India's Fallen Billionaires - Business Today,Business Today,https://news.google.com/rss/articles/CBMiogFBVV95cUxPLXFkRlh5NjlNRXhPbXg3TGptMVl3Si14NnlYVks0dnE3WkwySUthdUJMMFQyU2dOV05xY2J6ZEFkcHYzODJ4UnZBbXNEcUZDYjIyNzFUU3oyOHFHNFZMWVBHek9tMm5GOFdGRlliSFFCTU1Nd3AxZFR0UUZpdU9uS3NNZW9oM0FUa1ZfNDk5T3VXVG9CWFQ5X1UwVFpaN0tuWXc?oc=5
ALOKINDS.NS,2021-09-09 07:00:00,"14 stocks to benefit from Cabinet nod to Rs 10,683-crore PLI scheme for textile sector - Moneycontrol",Moneycontrol,https://news.google.com/rss/articles/CBMi4wFBVV95cUxOMWt0QkxrVFFJY0t0cHpTbmYzS3ZabDlsVkM4X2VnbV9Lb2xzbWZWdlVPVjBGbkk5UlF1U0lzMUQ5T2NYcDRUS0Y5MlNOYThLYnl2M3ZZQk9xMlVsd1d4RkVZejlUbll5ejBXVUxhNkIyVTdPUDE1WDg4YmhKYjVDQmtoclNBZzU3RmExXzJLZ2EwSDBfWDZOZnF3Mlp4NzN4andyalV4bjRvdmhneVhFa2dyTTBfckNsQktjOWxLWEsyS0g1M2R2RDBJWmU0TnZPc2hoVXNlUjhSV3NnRUYwMGRXWdIB6AFBVV95cUxPMlpqdzI4N0JFV0UwN3FFaFM5dFFkSWlSNUdoSDZaWDlsLU0yRUFZeXc0UDJPeGxhU081b0pUV01vXzNXbHgzM0VwLVhTWXVMSE1RTTVvX1hiZjFjSWxJcWxzRUh6OVpJbUwwck5SdG51QU5KSHVNejU3dy11c1pSbUtPSGh5V2htaUtTejA4T0M2SnBWaVNfWlg2OTZmVVotMW1uVXotcGo1QzhMRDlRMTY2Unk2S1p1aC1nbmpGTmxVUW03b0ZkN2pMbm9KenF4aldGV1Z4UE9TWDYzbHAyNkRjYlFoLTVW?oc=5
