Ticker,Date,Title,Source,Link,Full_Title,Content,Discard_Reason,Discard_Date
360ONE.NS,2025-04-27 07:00:00,"Dividend Stocks: HCL Tech, Tanla Platforms, 360 ONE WAM among others to trade ex-dividend next week; Full list - livemint.com",livemint.com,https://news.google.com/rss/articles/CBMihwJBVV95cUxPTVRtQlZFeFRvWmUtc1dWQnk1aloxMXZPWmxaY2VIQXZMeFhsRkdYVkZYRUdzN2c2ODFCSW1lNW11VmhGZ3BHSWtrdjhaRlJLWHU4bDVkclBCSDZCWHZoZFFkOFFSRmprUmlzdGowWGVlZVlQalFNSElJUjZkRWZKTjFxRUluS250QzBfNUFrdW9UTmlRQzY5THRhRkZyY2s1Z1M0WVpwd0xxTTEyVzFKUFNSMGRDaEFGRXdRWXJLek5YWWw0M3VhN0VKVjVzLUt6QUZ5YWlCc1l5UnFCOFNMdkhCZk9JU1pzZUk5MTAyNEZpZ05qQ3I0SE5qbEZ4UHhXR0lpamN4Z9IBjAJBVV95cUxPTEFzVy01Vm5oVS0xOC1NRUVvNjBnQVROZTBDbFdETGJvMVNqQXFiUmtfTF9rMUFlSGV5OFcxeUs0aUtOVHE1MGdTazN1cWhlWlZUdVpuQXVfdGxPUHJ0Q3pYejdwWkV4dldlY1hxU1YxNHgtOWlwa3NobFVNS1loSjlzRE5OeDZsZFBnRzExOUFXMFhBWFQyWGJRc09ob2ZucUNlMWhGckZHTTRyTmxYdnlUcWNIc2FEcVNZSXpiMzlWdHBfUDU0TmtZSWs4aWdrZUxuUEZDbmVqakg4eXFCVlpwd3Nob0RQdEQySXVIV2pRa3BCQzlIZDdOQ2RTdkhCY2tVSUJZdkdmaWZC?oc=5,,,No valid content / Page blocked,2026-03-01 17:04:30.885933
360ONE.NS,2025-04-24 07:00:00,JM Financial’s top 3 Buy recommendations at this hour - financialexpress.com,financialexpress.com,https://news.google.com/rss/articles/CBMiowFBVV95cUxQeFl5TUdoUXdmdUFSdWowaWF3ekhQemtZX0s3UVR1aS1IZW5EdDhHWngxVFBkUUdhVWFQbFJOSlR4UC05YnN0TDMtVGc1MFd6Q3JvSnlnbnJ2eUh0UVVPQ19uWXZTNFRBTUI0bGxfVl9nbVdKSHVDNHlSMHdveXZJQWZiNEpKZWlWNW9wRzRRRkl6cFN5T3BuQ24xS2JQNnBLLVow0gGqAUFVX3lxTE5PcmIxZkhZVTNVYWdad21DQ1FSWlQ3NncyODVJaEd5NnFXd0hrZDlDN1Z0aE85MVd3ZFcySC1PZG9peTdhaVYtWUg2NzAyV05ENVJDa1ZKYW1UbDdNV3BQUzZTLVJRTG1udUpjSnhDT3F1WkdHMnJERFpPSnkydzZBNmlOX1NEaG9DdDJlWVVVcTNWQXpzdUxuV2xXSnIyLUktd1lJQkd5Wnhn?oc=5,,,No valid content / Page blocked,2026-03-01 17:04:38.668974
360ONE.NS,2025-04-22 07:00:00,UBS Inks Deal With 360 One to Drive India Wealth Growth - Bloomberg.com,Bloomberg.com,https://news.google.com/rss/articles/CBMipAFBVV95cUxPamF4VGdTVl9wN01NM2JnYVUtb283ZHo2dWdDaGJCT0Ryc1B1SWo2eXNWeGhJMy1VWHJSaS1SWjNwUmlDT0tBUGpBMHUzYkRYa2ZLSkJvQmxSR3pDQm52b2tkaXhpWnVwZkl1Qmh0b0FUNEx6YnN4a3E2bVh0bG5MenFRdXVZamdCUUp0Mm85cU9rZnBjQ2hSdzNFTmpFN3FlSlk4eA?oc=5,,,No valid content / Page blocked,2026-03-01 17:04:49.205901
360ONE.NS,2025-04-22 07:00:00,"UBS picks up stake in 360 ONE, eyes further upsize | Stock Market News - livemint.com",livemint.com,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNRWctbjFYX3ItVmNUME9ueGlPbnplV2NuSm11Nkoxc0VfOVR1aWwxcnNYNTJLbGpRUVhmaTYzMjYwNzBTZ3MyaDRjeWdiY3BWQUV3NXJWeVJSVndMUW9ob09ickxxdF94c2JGVDVNSW91cjNLUXRhd3B4ZS1DcXNfaGtnMDJLMzNRZk9PR1pQRm5nMHYtY0RRcUVZTy1fbUVtQ0hKdmk3cEhnLUZCczNRUk5OZlVocWoyUjBzLThSSkE2UXV4TlFvcNIBzgFBVV95cUxPZkJTWThkbkxYUG0tQXBlTXViMTZaTVNVVi1xeDBRdEEtRmh5X2swd0NLRzdSQXBQbEh4MWRHZTIzT0Jld3luV2lsX2V0a0RsbHJwZVFFQ29zQ09vSThacVVLLVZRdEt2djJrSnJWVlh5ZGg2WnBJSUZqU3QwLXIwaGRyV2syZ3lMLVFYOHgySkNUUnlCTHdnQ1JqemttVERUVHNkVS1qSW44VTQzV0VYZzNSZmNkaTY2NUY4dGlLSkUzem9odDQ4VW5hVS1GZw?oc=5,,,No valid content / Page blocked,2026-03-01 17:04:55.878772
360ONE.NS,2025-04-08 07:00:00,Breakout stocks to buy or sell: Sumeet Bagadia recommends five shares to buy today — 8 April 2025 - livemint.com,livemint.com,https://news.google.com/rss/articles/CBMi9wFBVV95cUxQdjNXeGlTVkVVQ3dDZHBkZ1c4elAxVV9YTENnMUpDOFJtTjhkRmppNk1OSWFFbnJ6cU9fSEhoNG80SnBLQXZNUGU3SlhULUdqTVlWdGkwcDhHQ2xoZVJsYjZnMWU5c2tLenZYRE41a2NwQm92ZnBwTUdrb09panBFeGdCY3BsMDZ6d0l1bmtPeU5kQXNLYzM4YlVlWk55QVZpN2VKVU5XRy1WQjd6NUkzSXV6UUpIYm5qUE5QamRzWlpvNll6TVE3Zko1ZGRZNVhCRzlVZ0VKSHpjUWR1a1dLM0tQaVNNMGZieDdBY3JXWmRJQ0k4bzZB0gH8AUFVX3lxTE9tLXVaMkdTUzU2ZjBVMENDOGZuZ0hVT1kyaG9FcFh0TUtNWDBnd2VXM01iVU5qNUpIUEJ1anFCUkFnN1BucVkxZlhaZFc1YWZSMzJGWmZIenZodFMwb1NvWmk3X2p0ZmRGS0ZfckpWWENONFU0cjl6SkZxM1RUUEhWR1Nuc09LeWhoN3lESjBveDdWY3B0SVVqLVNfQlJfWWZEYVV3ckN0REJsOTQ5TVRtTGJIZGtCU0tHZGZfQ3hHWDZIQnEtQnQtUktpVjk1UlhWQlBCUENOVkpNZUp3bVVDTUVxb2UzRzV4LXRFaVVMOGNjYTR0YnhVMkFFQg?oc=5,,,No valid content / Page blocked,2026-03-01 17:05:05.764802
360ONE.NS,2025-03-24 07:00:00,320% rally in five years! Multibagger stock jumps 5% after promoter's stake sale - livemint.com,livemint.com,https://news.google.com/rss/articles/CBMi7wFBVV95cUxQcFBxallOSDVPdDc3ZUVNeEw2NGZzTFgzWDczNU9MSjE2ajF0aHEzN1ljd1BVcG9TeHFPSU5XZXRQVzFvQ1RtbWJhZkIzM081SjVwTElCY1BJdTVoRU1mVXdSZWNhbmNycFF4VC03SnpWQlR6cU8xbU5vdXBwWTdfREV1cXV3V1JxOE1UZVVIT3p5REpDeHNEa1BlY0FONzA0Tm9Xa2RfaGUtUjlxUVpYZVVETnhET3J6Wk5mMjhGWmY1UjU3Z2tPSGdQaTdkUjFqc0Z5eW1RSTBWRnJPYUFma3J0cnUxX1hnbzE2Umh6Y9IB9AFBVV95cUxOcEpWZnhrbk5uOUpIc2dsVDhZZktnNklpXzE0cmVLRUtPR1VxZEs4VjRNTFdnTXRXTEUzQ0RzdTBYLUdDQmFXODMxTkNwc0kwbkVST19lT2xzTlRubmZfX1ZZa2ZlR2RvZzFFRkN2aFY0U1FtcWh5ZVd3SE9XUXM0c3YxRlk1bmwwOWJQeFAxcnNNY2EzdjdMZGpRYVZocGtxbEhUYnNrVDA5RUJBbVFaRTJGTDhCeEl2MkdiSkRCaDdrZU5WamF2YmtQNWc1OUM3YlFuRi00R2Rid2gxb0hGYmxfZ2ExZlFYYjJhamx0bzVCeXFU?oc=5,,,No valid content / Page blocked,2026-03-01 17:05:14.484087
360ONE.NS,2025-02-27 08:00:00,Breakout stocks to buy or sell: Sumeet Bagadia recommends five shares to buy today — 27 February 2025 - livemint.com,livemint.com,https://news.google.com/rss/articles/CBMi_AFBVV95cUxNOXJpbFpiTk5YTE93RW5oYUlsQ3N5LTNhUUR1THdIVVZ1bkQxb2E5eFdPSHVVaklaeEFLR1h3blV5NDVjRENSZDY5V21EUmVMY1Z0YUgzbmd4T19iU0Z0aXRreDJtZjEydHZtMGh5YWIya292ejI5SDMwaFRkLTQtOXRrWS1tcFE0X0xrWkl4ai15c2NQbEp5SkgtUTRhWVltS2lzd3pPM2FLYkJ3ZUVYekJhZVVrQ3owTldLNHptcXA0Ni1XRE5VSlhiWEZ4dmxTREx1WDJwT18yMjhCNjU4a1RyNUEyekt4S3EyMUpjSUlFdU9uY3ZMbmNacDjSAYICQVVfeXFMUHA4aWVSSEhicVRhcmVoUXBMcldOSjlMUFEzMVRNVWJ0Nm5KVlV0TmRObWZ2VGdfQnhMZkM3RmJhbFdLcjVwSjgtbk1LV0FlcExtRVJ1UWtaZDNKdThzUVo3YlE3RktRNmxSSUEwTVRjZllKOVF6Unp4LWF2RGZFU2tFWW5GSDRWbHliSHMxVXVBVWhnSTZjYmRLUkFlemlqY1JydmlUMVJiTmp4bVJ1Y1JOZTN5cllJamRMYzAyY0hGamZWZzZ3b3V4RmJ0QV9FaEtITE9IUmM2WTllazdmOXNMWEFoUnJuNjVVN3JJWnA0NTBfUmtCcF9LUTdxdF96UHFn?oc=5,,,No valid content / Page blocked,2026-03-01 17:05:24.205763
360ONE.NS,2025-02-26 08:00:00,360 ONE’s B&K deal may narrow its valuation premium over Nuvama Wealth | Stock Market News - livemint.com,livemint.com,https://news.google.com/rss/articles/CBMihAJBVV95cUxOT0prMm1iWGRWVmJmNktObmRPLTBSX2FjcmZhU2dVZWIwLXBYLWEtVXhFTnkydld0dXJ1MnJxeFZSRXlmTWE2b1l6N1lRa01WcDNQd2pRVDY2VWJsQVJSdGdqa2NMTnFnZXhFOFNYcnBVMmVadjdpQ2NSeEpVb2VSSnR5bHRmcTNzRTNYSHNLa0l3SzZ5UWRYLUJFRUk2bWJEZXhvM1FVZHNLd1FMQTF5dUhCQnNhRWhBeHdGR0V5LXdkUE9WS044QWdveGZJSEZMNHY0bVJpREI0NEFmTUs4VjB2dUM1TndiTjlVdi1RdDVqNTIzY0dxdDVCanFLWWhXRnV6etIBigJBVV95cUxQOWRNTmZkS2FhbWgxdlhiQTRmZ3djRng1eFY5TjJ6aGtDMTB2LUtFa19ZMEdoNlZ1cjJINWY2UUlCdENwdmppeHRKblFuMEp5NFNkSnhVREVpVDVVaFV0WTlsQVBIZTV0NHYxaHZZUW90R0V4N2pHOWFIUXktUl9HYl9CaDBZR1lMaDkyN0JCQzFWSENxTnVENUFadHFGNlNzWTd6ZHlHOC1rWnR3N3I2cEtJdlBDY1FpUnFLRHBaNHNkNkRSbjVHa3RFRmd5aTlCRHd4WWQ3SElwVjVVX1RMdTZaMXZOU01lN05uRDdkM0hDckswb3FMQUxKd2JWUlctejRobnd6MTdJQQ?oc=5,,,No valid content / Page blocked,2026-03-01 17:05:32.812705
360ONE.NS,2025-02-24 08:00:00,"Nifty rejig: Zomato and Jio Financial Services to replace Britannia, BPCL from March 28 - financialexpress.com",financialexpress.com,https://news.google.com/rss/articles/CBMi1AFBVV95cUxPLVFkaUxXVktUcjUyLUdERFZNNFhneWVkUlBhcFFxU0JJUjNheFZKVWk4eVl3Qndta19nYjBKQUIzcVpOc2U2QU0yNERhb0xUTlotSDhlT2hKTFIweGVOa3l0T2tVV0dZZmdzSGJSTklMdWxxbm1zYlJMQTdlQl9tZFBTLVNCX2FOUTRISXNZcktjWEJ5YU9BekZLbjUyMTZ2d3Z3NExFX005T19wX2xId1hMQmFwMjRpQjdqY3RQck40SHRiOFFCeDh3QV8tenAxSnJ0RdIB2wFBVV95cUxNV3F4ZWFhU0VmLW5tMjZGRVdJNmxmVnd4ZWdpRlFROTJSMC1aS3NSSktzNTlxeTAwT1poOVFwTHJpZmstUzhQT3hoT1VyZnJ1eDhuVWFfWDJHckdxR0UxX1V2VG9pZzhwNk84U2lsQ2hZa1d6bVdYLU83RjQ0bXJlMGM3NTBNSHdhRTZqQnkzcHJaaHFMS0hmQ3l5eVp6MlI1b0I3MWJIdzI1X0RES1oyVmR4RUhEcEhnWVdKRER5cjlPV2UzMVFPWDdfZWpvcjdXVHZucXpjbDIxQzg?oc=5,,,No valid content / Page blocked,2026-03-01 17:05:43.638459
360ONE.NS,2025-01-27 08:00:00,UBS Nears Deal With India Wealth Firm 360 One to Spur Growth - Bloomberg.com,Bloomberg.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxONE83Z1liVDdMazMzTEtTSmFfMlVUbjh1anphTnFtNWNxQnhRa3VBZUc4TzV2RmNmeG1UaFU0dXFwLVkwdHd0SzNXNUpBanFHZkNtV3RDXzV1b2VMT0hiTkxobnpGbmhVdUZfYkNJcFVMMVNObjg1LW5La0paTy1iQUtValNmQTBtRE5hcjBQcFBaR3QwLXgwUFBuQjd3N3oyRzBMVjR4UlNUZUJhemg1c1JGMA?oc=5,,,No valid content / Page blocked,2026-03-01 17:05:54.782383
